term,estimate,std.error,statistic,p.value,response,voi,produced_warning
(Intercept),-2.715706271908465,0.9265499742831095,-2.9309873695799973,0.0033788651892124677,REC_2,TPHE_IST_Birth,TRUE
MODVaginal,-0.735473404085332,0.5815067955270118,-1.2647718130598669,0.20595313837566934,REC_2,TPHE_IST_Birth,TRUE
milk_perinatalTRUE,0.38538676162604346,0.7723783771808916,0.4989610960274016,0.6178067914822443,REC_2,TPHE_IST_Birth,TRUE
milk_months,0.1424175880535482,0.0799743162478348,1.7807915682855742,0.07494650738657498,REC_2,TPHE_IST_Birth,TRUE
abx_hospital,0.7589067339107497,0.9064508645754759,0.837228760619224,0.4024639940495404,REC_2,TPHE_IST_Birth,TRUE
abx_discharge,-0.2180692512583515,0.2216198319762249,-0.983978957631128,0.32512585920167736,REC_2,TPHE_IST_Birth,TRUE
gaBirth,-0.3464878254523653,0.1079725614985484,-3.209035894337132,0.0013318086455290834,REC_2,TPHE_IST_Birth,TRUE
voiTPHE_2,0.25498148664519377,0.6906001028758895,0.3692172728955089,0.7119657821331227,REC_2,TPHE_IST_Birth,TRUE
voiTPHE_3,-0.9396627216234096,0.9994138615948227,-0.9402138170506613,0.3471078958276081,REC_2,TPHE_IST_Birth,TRUE
voiTPHE_4,0.514772375122886,0.996093620900104,0.516791157298769,0.6053019535239972,REC_2,TPHE_IST_Birth,TRUE
voiTPHE_5,-0.5817403448020215,0.8279323533970401,-0.7026423625252924,0.48227865536674924,REC_2,TPHE_IST_Birth,TRUE
voiTPHE_6,-0.3542060237929684,1.962138360419913,-0.18052041127067386,0.856744031735746,REC_2,TPHE_IST_Birth,TRUE
anova,NA,NA,NA,0.6814940541683141,REC_2,TPHE_IST_Birth,NA
(Intercept),-3.163470878320057,0.9313231000358226,-3.3967490747286053,6.819146628513522e-4,REC_2,TPHE_IST_Disch,TRUE
MODVaginal,-0.65159935170066,0.5316807061219772,-1.2255463555436434,0.22036943561235783,REC_2,TPHE_IST_Disch,TRUE
milk_perinatalTRUE,0.732992836812615,0.7725421568685528,0.9488062629277756,0.34271915596574165,REC_2,TPHE_IST_Disch,TRUE
milk_months,0.11968131581190485,0.06996839971038746,1.7105052610505402,0.08717248140512544,REC_2,TPHE_IST_Disch,TRUE
abx_hospital,0.37422234155577533,0.4407722718042695,0.8490151615570626,0.39587285580212267,REC_2,TPHE_IST_Disch,TRUE
abx_discharge,-0.15070837733533146,0.12971500049569173,-1.1618423217007734,0.24529951948700082,REC_2,TPHE_IST_Disch,TRUE
gaBirth,-0.22879279531284777,0.07654370838204345,-2.9890476977010527,0.002798484412281798,REC_2,TPHE_IST_Disch,TRUE
voiTPHE_2,-0.443576393953624,0.775507643840683,-0.5719819752605179,0.5673341860175629,REC_2,TPHE_IST_Disch,TRUE
voiTPHE_3,0.09648904814890943,0.685899993255544,0.1406750970953294,0.8881266190690351,REC_2,TPHE_IST_Disch,TRUE
voiTPHE_4,-0.05960388059417098,0.817109284668559,-0.07294480886769984,0.9418500365748396,REC_2,TPHE_IST_Disch,TRUE
