"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD4_C12,voi,-0.504644996616516,0.0463853562150577,0.0625847043948987
"2",Discharge_CD4_C14,voi,0.52420276471765,0.0265182123104701,0.0625847043948987
"3",Discharge_CD4_C16,voi,-0.636464706372213,0.0357828279762974,0.0625847043948987
"4",Discharge_CD4_C18,voi,-0.508129269150503,0.0460714196426754,0.0625847043948987
"5",OneYear_CD4_C11,voi,-0.569429336661169,0.067987603766021,0.077035754905665
"6",OneYear_CD4_C13,voi,-0.496704798002398,0.0506838921814873,0.0625847043948987
"7",OneYear_CD4_C16,voi,-0.605439101780541,0.0403546759896619,0.0625847043948987
"8",Discharge_TPHE_C1,voi,0.546037526021191,0.0700325044596955,0.077035754905665
"9",Discharge_TPHE_C3,voi,0.568748357304653,0.0237802770505078,0.0625847043948987
"10",Discharge_TPHE_C4,voi,0.683542065810431,0.0053155122046694,0.0625847043948987
"11",Discharge_TPHE_C8,voi,0.584569320471221,0.0124049227273364,0.0625847043948987
"12",Discharge_TPHE_C10,voi,1.35268250115847,0.0487329455801143,0.0625847043948987
"13",Discharge_TPHE_C13,voi,-0.535177189523968,0.0207459009754922,0.0625847043948987
"14",Discharge_TPHE_C25,voi,-0.523136256546353,0.027448191542433,0.0625847043948987
"15",OneYear_TPHE_C8,voi,0.546176270870772,0.0258603000886811,0.0625847043948987
"16",OneYear_TPHE_C14,voi,-0.548062053862418,0.0512056672321898,0.0625847043948987
"17",Birth_TPHE_CD8_C1,voi,1.32583613202545,0.144261217477379,0.144261217477379
"18",Birth_TPHE_CD8_C12,voi,0.542462576855171,0.0365027927439036,0.0625847043948987
"19",Birth_TPHE_CD8_C17,voi,3.90148851181212,0.0757471701787227,0.0793541782824714
"20",Birth_TPHE_CD8_C19,voi,5.84025376506522,0.0473284150223185,0.0625847043948987
"21",Discharge_TPHE_CD8_C11,voi,-0.565698692803176,0.0338655960760217,0.0625847043948987
"22",OneYear_TPHE_CD8_C5,voi,0.676923358506963,0.0312717485428851,0.0625847043948987
