"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD4_C12,voi,-0.503314241215308,0.0328156310817624,0.0753202311305466
"2",Discharge_CD4_C16,voi,-0.56199590638434,0.0431146306231603,0.0753202311305466
"3",Discharge_CD4_C18,voi,-0.498588222745082,0.0366120699499703,0.0753202311305466
"4",Discharge_CD8_C2,voi,1.1532892631764,0.453491362387414,0.453491362387414
"5",Discharge_CD8_C4,voi,-0.523542508718449,0.0400477230962129,0.0753202311305466
"6",OneYear_CD8_C3,voi,0.529420170436035,0.0466268097474812,0.0753202311305466
"7",Birth_TPHE_C2,voi,-0.55802499810693,0.0289642788181134,0.0753202311305466
"8",Birth_TPHE_C8,voi,0.540260111902276,0.0400026984115675,0.0753202311305466
"9",Birth_TPHE_C10,voi,0.790117176846823,0.1209256889133,0.158714966698706
"10",Birth_TPHE_C24,voi,-1.01361794397584,0.00691611823991159,0.0753202311305466
"11",Discharge_TPHE_C22,voi,0.486946430096376,0.0392009859564888,0.0753202311305466
"12",Discharge_TPHE_C24,voi,-0.554086341032642,0.0331453863693939,0.0753202311305466
"13",OneYear_TPHE_C16,voi,2.55873383335969,0.178779213288801,0.208575748836934
"14",OneYear_TPHE_C20,voi,0.457169260520677,0.0545494015388477,0.0815764770505305
"15",Birth_TPHE_CD8_C16,voi,-2.16266079326517,0.199929862169576,0.220975110819005
"16",Birth_TPHE_CD8_C22,voi,-1.97870312258653,0.366782336142737,0.385121452949873
"17",Discharge_TPHE_CD8_C3,voi,0.532481305053709,0.0582689121789503,0.0815764770505305
"18",Discharge_TPHE_CD8_C13,voi,5.15095412701619,0.159053528541782,0.196477888198672
"19",Discharge_TPHE_CD8_C24,voi,-0.617660492193259,0.0314023989185031,0.0753202311305466
"20",OneYear_TPHE_CD8_C13,voi,0.519559776862861,0.0397891442044345,0.0753202311305466
"21",OneYear_TPHE_CD8_C22,voi,0.846395011165109,0.010984282263484,0.0753202311305466
