"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Birth_CD4_C7,voi,3.89604476880865,0.165921408091042,0.176291496096732
"2",OneYear_CD4_C7,voi,0.684249703280796,0.119357166455362,0.141842013351283
"3",OneYear_CD4_C11,voi,-0.898439246022757,0.0704624077541264,0.120875477847692
"4",OneYear_CD8_C6,voi,0.513040534451539,0.0480354781699707,0.102075391111188
"5",OneYear_CD8_C11,voi,-1.02737551368156,0.0107830696138526,0.0611040611451646
"6",Birth_TPHE_C1,voi,0.519882715244592,0.0456503861663461,0.102075391111188
"7",Birth_TPHE_C8,voi,0.950392310224413,0.0028589118462425,0.0486015013861225
"8",Birth_TPHE_C9,voi,0.70828227321032,0.0144158746816776,0.0612674673971296
"9",Birth_TPHE_C10,voi,1.82643869858208,0.00584433066848626,0.0496768106821332
"10",Birth_TPHE_C12,voi,-0.782688388961461,0.0775161043451623,0.120875477847692
"11",Discharge_TPHE_C1,voi,0.539082570772879,0.0442789210673212,0.102075391111188
"12",Discharge_TPHE_C10,voi,1.02110654297513,0.125154717662897,0.141842013351283
"13",OneYear_TPHE_C1,voi,0.55473506252388,0.0782135444896832,0.120875477847692
"14",Birth_TPHE_CD8_C22,voi,-7.29582270547378,0.236484722274164,0.236484722274164
"15",Discharge_TPHE_CD8_C7,voi,0.502714987696998,0.0406929248600208,0.102075391111188
"16",Discharge_TPHE_CD8_C17,voi,0.47972179906216,0.0999740870347891,0.141629956632618
"17",OneYear_TPHE_CD8_C21,voi,0.769371032404801,0.121110102036056,0.141842013351283
