"","voi_names","vars","var_coeffs","var_pvals","adj_var_pvals"
"1",Discharge_CD8_C8,voi,0.64691606964286,0.0208014469989843,0.0457039003707146
"2",OneYear_CD4_C4,voi,-1.13881516619308,0.00757877151814117,0.030027886214558
"3",OneYear_CD4_C8,voi,-0.829653562912482,0.00923934960447939,0.030027886214558
"4",OneYear_CD8_C2,voi,-0.722945549096177,0.0441499494922641,0.0637721492666037
"5",OneYear_CD8_C3,voi,-0.599358262304152,0.0263627734374605,0.0457039003707146
"6",OneYear_TPHE_C12,voi,-0.924731396005665,0.00811424345790033,0.030027886214558
"7",OneYear_TPHE_C17,voi,-0.504735672543044,0.0498729709031164,0.0648348621740513
"8",OneYear_TPHE_C18,voi,0.548714940601365,0.0568362171513956,0.0671700748152857
"9",Birth_TPHE_CD8_C1,voi,-0.525668989945445,0.0895925566750534,0.0970586030646411
"10",Birth_TPHE_CD8_C3,voi,-0.700388957045007,0.028125477151209,0.0457039003707146
"11",Discharge_TPHE_CD8_C22,voi,-1.19953188102786,0.153715886436079,0.153715886436079
"12",OneYear_TPHE_CD8_C16,voi,-1.02126119229051,0.00861979972994243,0.030027886214558
"13",OneYear_TPHE_CD8_C22,voi,-0.642290523696403,0.0226034091523015,0.0457039003707146
