IST,epoch,term,estimate,std.error,statistic,p.value,conf.low,conf.high,n_obs,termwise_fdr
TPHE_1,late,mode_deliveryVaginal Vertex,-1.774074973906527,0.6175756827885015,-2.872643828682106,0.004070527436351716,-2.98452331217199,-0.563626635641064,93,0.1506095151450135
TPHE_1,ever,mode_deliveryVaginal Vertex,-1.660920420734888,0.6083456404176696,-2.7302249089753583,0.006329113021172586,-2.8532778759535207,-0.46856296551625554,94,0.2278480687622131
TPHE_1,late,GenderMale,1.4041530424427568,0.5645841154616851,2.4870572940128146,0.012880465342837146,0.29756817613785413,2.5107379087476596,93,0.4765772176849744
ICS_7,ever,mode_deliveryVaginal Breech,3.276174817591516,1.410214625136563,2.3231746141295737,0.020169773938057474,0.5121541523238524,6.040195482859179,92,0.7462816357081266
TPHE_1,ever,GenderMale,1.2753858839074463,0.5506775514778798,2.3160302803058377,0.020556615441112095,0.19605788301080196,2.3547138848040907,94,0.7400381558800354
ICS_7,ever,GenderMale,-1.7281289068188885,0.7670622596927984,-2.2529186972528,0.02426427573605595,-3.2315709358167735,-0.2246868778210036,92,0.8492496507619582
ICS_7,late,GenderMale,-2.0847338861747606,0.9799057720474169,-2.1274840353464946,0.03337988639632995,-4.005349199387698,-0.16411857296182353,90,1
TPHE_5,ever,mode_deliveryVaginal Breech,2.7705893216032473,1.3712012266797173,2.0205563324298255,0.04332571317204832,0.08303491731100143,5.458143725895493,94,1
TPHE_5,late,mode_deliveryVaginal Breech,2.695425407632128,1.3499618532640778,1.996667832587157,0.0458612787335204,0.049500175234535426,5.34135064002972,93,1
ICS_5,ever,n_antibiotics_pre,0.034116201994362244,0.01807882044227684,1.8870811900195887,0.05914940626295512,-0.0013182860725003617,0.06955069006122486,92,1
ICS_5,ever,mode_deliveryVaginal Vertex,-1.2006044052991702,0.6406997212084772,-1.873895626229726,0.06094481242813731,-2.4563758588677853,0.055167048269445074,92,1
TPHE_4,ever,mode_deliveryVaginal Breech,2.957084452494606,1.65150040739998,1.7905441859079263,0.07336647055117992,-0.2798563460093546,6.194025250998566,94,1
TPHE_4,late,mode_deliveryVaginal Breech,2.9419139244980057,1.6529549637276717,1.7797907317834782,0.07511021498169157,-0.29787780440823086,6.181705653404242,93,1
ICS_2,ever,GenderMale,0.8351894825773911,0.47203043364062347,1.7693551581745168,0.07683462390596076,-0.08999016735823084,1.760369132513013,92,1
ICS_2,late,GenderMale,0.8306727396655086,0.47269371138884275,1.757317094879201,0.07886377557211695,-0.095806934656623155,1.7571524139876402,90,1
ICS_4,ever,mode_deliveryVaginal Vertex,-1.96993974718456,1.122399055903951,-1.7551152923930624,0.07923958907777644,-4.169841896756304,0.22996240238718357,92,1
TPHE_7,ever,mode_deliveryVaginal Vertex,0.8844168912228532,0.5232265777429089,1.6903133916439115,0.09096801443740192,-0.14110720115324837,1.9099409835989547,94,1
ICS_5,late,mode_deliveryVaginal Vertex,-1.0967156472328885,0.6516257841100062,-1.6830451986039632,0.09236634196070621,-2.3739021840885006,0.18047088962272362,90,1
