"","voi_names","vars","renamed_vars","var_coeffs","var_pvals","adj_var_pvals"
"1",TPHE_IST_Birth,voiTPHE_2,TPHE_2,-1.00617862003457,0.0272829338993438,0.0552186376860875
"2",TPHE_IST_Birth,voiTPHE_5,TPHE_5,-1.09279561260462,0.05252485820934,0.0590904654855075
"3",Birth_CD4_C5,voi,voi,0.229097119824955,0.0176858645312402,0.0454779373660462
"4",Birth_CD8_C2,voi,voi,0.187967793347533,0.0158519806937671,0.0454779373660462
"5",Discharge_CD4_C12,voi,voi,0.289115482199902,0.0428638153107874,0.0552186376860875
"6",Discharge_CD8_C4,voi,voi,0.249977699333582,0.0340602278667254,0.0552186376860875
"7",OneYear_CD8_C8,voi,voi,-0.388368647132521,0.0681029785652555,0.0681029785652555
"8",Birth_TPHE_C5,voi,voi,0.355849912192956,0.0147802067101922,0.0454779373660462
"9",Discharge_TPHE_C6,voi,voi,0.252633869624291,0.0171738755233123,0.0454779373660462
"10",Discharge_TPHE_C11,voi,voi,0.278891647358168,0.00454457310159171,0.0402632911730487
"11",Discharge_TPHE_C20,voi,voi,0.255465288208432,0.00541256022924359,0.0402632911730487
"12",Discharge_TPHE_C24,voi,voi,0.330457866316045,0.0391147875628778,0.0552186376860875
"13",Discharge_TPHE_CD8_C3,voi,voi,-0.448425771016122,0.0319132673000238,0.0552186376860875
"14",Discharge_TPHE_CD8_C5,voi,voi,0.157004280636935,0.00671054852884144,0.0402632911730487
"15",Discharge_TPHE_CD8_C9,voi,voi,-0.328838938512748,0.0567980060474203,0.0601390652266803
"16",Discharge_TPHE_CD8_C10,voi,voi,-0.463929243993035,0.0308629835181915,0.0552186376860875
"17",Discharge_TPHE_CD8_C18,voi,voi,-0.535507383474792,0.0473877348933999,0.0568652818720799
"18",OneYear_TPHE_CD8_C10,voi,voi,-0.478388591827364,0.0429478293114014,0.0552186376860875
